targetSiteID,domain
1d5920f4b44b27a802bd77c4f0536f5a,google.com
1d5920f4b44b27a802bd77c4f0536f5a,google.com
4a237c2a4a31d236940bcfeaf80be9c5,pushe.ir
6dc30706a0305a9afe5cb8c837361c7e,duapps.com
5c2db4eb46230e84e793f1c2e24231ee,akharinkhabar.ir
57e9e3fcb170f15bbb58840d15692b9e,dewmobile.net
60d2f4fe0275d790764f40abc6734499,baidu.com
6ed3212111b2040f758685a911308c1a,divarcdn.com
1ed0959abdbc55c3bc396c8003005f90,rayjump.com
